edge_id,weekday_index,weekday_name,local_hour,contributing_sensor_count,sample_count,mean_count,minimum_count,maximum_count,network_version
edge_051a94ac5e0e70bf844cc3b0,0,Monday,7,1,5,3.0,1,4,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,8,1,5,7.6,1,13,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,9,1,5,9.4,6,15,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,10,1,5,11.6,6,24,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,11,1,5,19.6,2,67,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,12,1,5,26.8,20,37,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,13,1,5,16.0,13,21,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,14,1,5,12.2,8,17,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,15,1,5,13.4,3,20,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,16,1,5,12.0,3,24,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,0,Monday,17,1,5,6.6,2,11,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,7,1,4,2.25,1,4,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,8,1,4,9.75,6,19,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,9,1,4,9.5,8,11,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,10,1,4,10.5,7,14,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,11,1,4,7.5,2,15,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,12,1,4,23.0,18,31,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,13,1,4,14.75,10,20,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,14,1,4,26.75,11,65,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,15,1,4,17.75,10,27,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,16,1,4,14.5,11,17,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,1,Tuesday,17,1,4,14.5,5,32,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,7,1,5,2.0,1,4,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,8,1,5,8.2,4,13,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,9,1,5,8.6,3,14,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,10,1,5,9.0,4,15,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,11,1,5,41.0,7,166,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,12,1,5,21.2,15,30,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,13,1,5,27.2,11,50,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,14,1,5,25.0,6,68,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,15,1,5,8.0,6,10,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,16,1,5,12.4,4,23,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,17,1,5,6.0,1,15,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,2,Wednesday,19,1,1,2.0,2,2,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,7,1,5,3.4,1,7,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,8,1,5,11.2,8,13,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,9,1,5,7.8,4,11,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,10,1,5,7.0,4,14,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,11,1,5,15.0,9,23,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,12,1,5,20.8,11,34,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,13,1,5,22.2,16,33,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,14,1,5,18.6,12,30,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,15,1,5,9.0,3,11,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,16,1,5,15.0,4,30,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,3,Thursday,17,1,5,6.6,2,13,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,7,1,5,1.8,1,3,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,8,1,5,7.4,6,9,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,9,1,5,8.4,1,16,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,10,1,5,13.0,7,19,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,11,1,5,9.8,3,14,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,12,1,5,20.2,5,29,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,13,1,5,19.0,11,28,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,14,1,5,14.8,8,23,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,15,1,5,21.0,13,28,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,16,1,5,13.4,10,18,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,4,Friday,17,1,5,7.8,5,12,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,7,1,2,1.5,1,2,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,8,1,5,4.2,1,15,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,9,1,5,9.4,6,11,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,10,1,5,14.4,3,37,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,11,1,5,10.8,7,14,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,12,1,5,27.2,13,57,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,13,1,5,24.2,11,44,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,14,1,5,17.0,5,37,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,15,1,5,16.4,7,35,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,16,1,5,23.0,14,38,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,5,Saturday,17,1,5,13.0,8,17,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,7,1,3,2.33,1,4,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,8,1,5,2.8,1,6,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,9,1,5,14.2,3,45,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,10,1,5,7.4,3,12,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,11,1,5,16.2,6,36,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,12,1,5,10.2,2,21,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,13,1,5,13.8,10,22,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,14,1,5,11.2,4,21,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,15,1,5,21.2,14,28,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,16,1,5,13.4,8,19,cceb975fc0c92f16f660
edge_051a94ac5e0e70bf844cc3b0,6,Sunday,17,1,5,5.0,1,12,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,0,1,5,98.2,81,113,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,1,1,5,80.0,70,104,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,2,1,5,67.0,38,101,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,3,1,5,39.4,13,86,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,4,1,5,48.8,16,146,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,5,1,5,47.2,35,80,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,6,1,5,77.0,59,93,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,7,1,5,113.8,109,122,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,8,1,5,321.8,274,396,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,9,1,5,222.2,200,237,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,10,1,5,294.6,248,321,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,11,1,5,323.6,280,341,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,12,1,5,585.0,528,618,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,13,1,5,576.2,511,621,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,14,1,5,352.8,291,414,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,15,1,5,347.8,308,396,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,16,1,5,368.4,322,413,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,17,1,5,499.8,456,571,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,18,1,5,459.2,407,559,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,19,1,5,417.6,349,487,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,20,1,5,324.6,291,362,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,21,1,5,256.4,198,324,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,22,1,5,163.0,111,202,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,0,Monday,23,1,5,118.6,97,132,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,0,1,5,64.8,52,84,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,1,1,5,45.8,30,57,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,2,1,5,31.8,23,45,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,3,1,5,18.0,14,23,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,4,1,4,22.0,16,37,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,5,1,4,40.75,35,49,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,6,1,4,89.75,75,104,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,7,1,4,143.25,122,169,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,8,1,4,351.0,341,371,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,9,1,4,222.5,198,247,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,10,1,4,281.75,251,304,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,11,1,4,327.75,293,347,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,12,1,4,696.0,664,752,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,13,1,4,642.0,550,733,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,14,1,4,411.75,367,468,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,15,1,4,400.75,350,480,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,16,1,4,391.75,340,422,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,17,1,4,549.5,514,621,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,18,1,4,494.75,432,523,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,19,1,4,462.5,372,521,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,20,1,4,349.75,309,393,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,21,1,4,243.5,143,310,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,22,1,4,201.25,187,215,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,1,Tuesday,23,1,4,124.0,110,141,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,0,1,5,79.6,59,101,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,1,1,5,55.4,37,82,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,2,1,5,43.0,13,63,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,3,1,5,35.0,20,41,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,4,1,5,33.8,23,47,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,5,1,5,52.4,39,60,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,6,1,5,78.6,65,84,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,7,1,5,124.0,98,149,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,8,1,5,349.2,310,375,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,9,1,5,247.6,217,282,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,10,1,5,320.2,297,349,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,11,1,5,324.8,215,376,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,12,1,5,665.0,566,755,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,13,1,5,631.6,603,661,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,14,1,5,441.8,375,561,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,15,1,5,398.8,357,453,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,16,1,5,450.2,386,476,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,17,1,5,519.0,241,669,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,18,1,5,575.0,450,718,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,19,1,5,500.2,422,568,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,20,1,5,392.6,358,501,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,21,1,5,303.8,253,338,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,22,1,5,201.8,127,254,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,2,Wednesday,23,1,5,139.0,93,176,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,0,1,5,96.0,75,129,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,1,1,5,79.2,64,92,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,2,1,5,36.4,32,42,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,3,1,5,35.2,22,52,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,4,1,5,49.2,21,122,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,5,1,5,59.2,48,82,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,6,1,5,87.6,74,103,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,7,1,5,146.8,120,216,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,8,1,5,341.6,284,380,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,9,1,5,224.6,180,251,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,10,1,5,291.8,252,340,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,11,1,5,375.0,328,442,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,12,1,5,742.8,697,820,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,13,1,5,699.6,649,770,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,14,1,5,447.2,360,577,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,15,1,5,391.2,247,483,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,16,1,5,388.6,225,448,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,17,1,5,611.2,502,679,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,18,1,5,546.8,493,618,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,19,1,5,497.4,427,531,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,20,1,5,420.8,371,487,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,21,1,5,473.4,278,1017,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,22,1,5,298.0,250,393,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,3,Thursday,23,1,5,189.6,171,221,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,0,1,5,105.0,90,123,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,1,1,5,95.8,90,102,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,2,1,5,68.6,48,81,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,3,1,5,35.8,22,48,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,4,1,5,42.6,27,59,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,5,1,5,49.6,34,70,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,6,1,5,84.8,65,108,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,7,1,5,121.6,107,141,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,8,1,5,296.0,277,328,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,9,1,5,264.6,202,311,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,10,1,5,324.0,290,349,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,11,1,5,399.2,360,475,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,12,1,5,594.8,498,660,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,13,1,5,606.8,532,662,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,14,1,5,431.0,327,531,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,15,1,5,377.8,312,434,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,16,1,5,435.6,402,494,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,17,1,5,601.8,532,675,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,18,1,5,678.0,625,761,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,19,1,5,648.8,550,712,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,20,1,5,574.8,541,641,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,21,1,5,512.8,492,550,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,22,1,5,486.6,416,650,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,4,Friday,23,1,5,374.4,316,486,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,0,1,5,283.2,249,305,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,1,1,5,239.8,207,272,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,2,1,5,194.8,156,240,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,3,1,5,176.4,115,221,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,4,1,5,108.6,86,132,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,5,1,5,58.0,52,64,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,6,1,5,77.0,61,94,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,7,1,5,90.6,66,114,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,8,1,5,162.4,122,241,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,9,1,5,264.0,194,328,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,10,1,5,375.4,279,490,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,11,1,5,428.4,342,628,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,12,1,5,427.4,386,475,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,13,1,5,516.6,453,572,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,14,1,5,475.8,357,665,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,15,1,5,453.4,401,509,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,16,1,5,539.6,441,630,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,17,1,5,578.6,534,624,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,18,1,5,645.2,484,714,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,19,1,5,593.6,167,748,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,20,1,5,534.8,158,749,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,21,1,5,469.2,300,610,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,22,1,5,513.2,369,625,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,5,Saturday,23,1,5,439.0,406,498,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,0,1,5,333.6,279,411,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,1,1,5,282.4,235,397,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,2,1,5,251.4,217,299,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,3,1,5,194.6,120,241,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,4,1,5,190.0,122,288,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,5,1,5,110.0,85,122,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,6,1,5,77.4,43,93,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,7,1,5,95.0,85,110,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,8,1,5,116.0,101,139,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,9,1,5,191.6,162,255,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,10,1,5,290.4,249,358,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,11,1,5,375.0,334,398,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,12,1,5,320.4,276,395,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,13,1,5,392.0,349,423,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,14,1,5,355.8,302,439,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,15,1,5,360.2,319,407,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,16,1,5,335.0,311,376,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,17,1,5,391.6,355,493,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,18,1,5,501.0,343,687,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,19,1,5,473.0,396,554,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,20,1,5,422.2,251,720,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,21,1,5,353.8,282,515,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,22,1,5,262.8,215,312,cceb975fc0c92f16f660
edge_0547e137e51a07dcb3f50cad,6,Sunday,23,1,5,165.6,131,184,cceb975fc0c92f16f660
edge_07f56ae59bcf17060fa20065,0,Monday,0,1,5,14.6,6,18,cceb975fc0c92f16f660
edge_07f56ae59bcf17060fa20065,0,Monday,1,1,5,8.2,5,12,cceb975fc0c92f16f660
edge_07f56ae59bcf17060fa20065,0,Monday,2,1,5,5.0,3,10,cceb975fc0c92f16f660
edge_07f56ae59bcf17060fa20065,0,Monday,3,1,5,3.8,2,6,cceb975fc0c92f16f660
